job_simpl,seniority,size,type,sector,revenue,zone,salary_estimate,company_age,python_yn,spark_yn,azure_yn,aws_yn,excel_yn,machine_learning_yn
data scientist,Senior,Large company,Other institutions,Financial and housing services,$5 to $100 million (USD),Remote,93500.0,79.0,1.0,0.0,0.0,0.0,0.0,1.0
data scientist,mid,Medium-sized company,Company - Private,Other sectors,$5 to $100 million (USD),Remote,100000.0,26.0,1.0,0.0,0.0,0.0,0.0,1.0
data scientist,mid,Huge company,Other institutions,Healthcare,$1 to $10 billion (USD),Remote,110000.0,85.2,1.0,0.0,0.0,0.0,1.0,1.0
data scientist,Senior,Large company,Company - Private,Healthcare,$1 to $10 billion (USD),Remote,104167.0,128.0,1.0,1.0,1.0,1.0,1.0,1.0
data scientist,Senior,Small company,Other institutions,Unknown,Unknown / Non-Applicable,Western,95401.0,93.0,1.0,0.0,0.0,1.0,0.0,0.0
data scientist,Senior,Huge company,Company - Public,Industry,$1 to $10 billion (USD),Northeastern,126650.0,108.0,1.0,0.0,1.0,1.0,0.0,1.0
data scientist,Senior,Large company,Other institutions,Business services,$1 to $10 billion (USD),Midwestern,165200.0,47.0,0.0,0.0,1.0,1.0,0.0,1.0
data scientist,Senior,Huge company,Company - Public,Business services,$1 to $10 billion (USD),Southern,123637.0,24.0,1.0,0.0,0.0,0.0,0.0,1.0
data scientist,Senior,Huge company,Company - Public,IT and Telecommunications,$10+ billion (USD),Western,116043.0,5.0,1.0,0.0,0.0,1.0,1.0,1.0
data scientist,Senior,Large company,Other institutions,Media and Entertaiment,$5 to $100 million (USD),Northeastern,135000.0,20.4,1.0,0.0,0.0,0.0,0.0,1.0
data scientist,mid,Unknown size,Company - Private,Business services,Unknown / Non-Applicable,Western,100000.0,45.0,1.0,0.0,0.0,0.0,0.0,0.0
data scientist,Senior,Medium-sized company,Other institutions,Other sectors,Unknown / Non-Applicable,Western,151851.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0
data scientist,mid,Unknown size,Company - Private,Unknown,Unknown / Non-Applicable,Southern,124950.0,51.0,1.0,0.0,1.0,1.0,1.0,1.0
data analyst,junior,Small company,Other institutions,Unknown,Less than $5 million (USD),Remote,168560.0,65.0,1.0,0.0,0.0,0.0,1.0,1.0
data scientist,Senior,Large company,Other institutions,IT and Telecommunications,$100 million to $1 billion (USD),Northeastern,107694.0,67.0,1.0,1.0,0.0,0.0,0.0,0.0
data scientist,Senior,Huge company,Company - Public,Other sectors,$10+ billion (USD),Western,160000.0,26.0,1.0,0.0,0.0,0.0,0.0,1.0
data scientist,Senior,Huge company,Other institutions,Healthcare,$1 to $10 billion (USD),Western,135000.0,15.6,1.0,0.0,0.0,0.0,0.0,1.0
data scientist,Senior,Medium-sized company,Other institutions,Business services,Unknown / Non-Applicable,Western,113000.0,33.9,0.0,0.0,0.0,0.0,1.0,0.0
data scientist,mid,Large company,Company - Private,IT and Telecommunications,$5 to $100 million (USD),Remote,119750.0,223.0,1.0,1.0,0.0,0.0,0.0,0.0
data scientist,mid,Small company,Company - Private,Unknown,Unknown / Non-Applicable,Remote,106771.0,41.0,1.0,0.0,1.0,1.0,1.0,1.0
data scientist,Senior,Medium-sized company,Company - Public,Unknown,Unknown / Non-Applicable,Western,86000.0,64.0,1.0,0.0,0.0,1.0,0.0,1.0
data scientist,junior,Huge company,Company - Public,Financial and housing services,$10+ billion (USD),Northeastern,157500.0,76.0,1.0,0.0,0.0,0.0,0.0,1.0
data scientist,Senior,Large company,Company - Public,Healthcare,$100 million to $1 billion (USD),Northeastern,98000.0,178.9,1.0,1.0,0.0,0.0,1.0,1.0
data scientist,Senior,Large company,Other institutions,Business services,$100 million to $1 billion (USD),Southern,99297.0,8.0,1.0,0.0,0.0,0.0,0.0,1.0
data scientist,Senior,Large company,Company - Private,Media and Entertaiment,$1 to $10 billion (USD),Northeastern,112316.0,24.0,0.0,0.0,0.0,0.0,0.0,1.0
data scientist,junior,Small company,Company - Public,Unknown,Less than $5 million (USD),Remote,116604.0,114.0,1.0,0.0,0.0,1.0,1.0,1.0
data scientist,mid,Medium-sized company,Company - Private,Other sectors,Unknown / Non-Applicable,Northeastern,95602.0,110.0,1.0,1.0,0.0,0.0,0.0,1.0
data scientist,junior,Large company,Other institutions,Media and Entertaiment,$5 to $100 million (USD),Northeastern,57500.0,8.0,1.0,0.0,0.0,0.0,0.0,1.0
data scientist,Senior,Huge company,Company - Public,Industry,$10+ billion (USD),Remote,100000.0,133.0,1.0,0.0,0.0,0.0,0.0,1.0
data scientist,Senior,Huge company,Company - Public,Industry,$1 to $10 billion (USD),Midwestern,110000.0,7.0,1.0,0.0,0.0,1.0,0.0,1.0
data scientist,junior,Medium-sized company,Other institutions,IT and Telecommunications,Unknown / Non-Applicable,Midwestern,130223.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0
data scientist,mid,Unknown size,Company - Public,Unknown,Unknown / Non-Applicable,Northeastern,89714.0,16.1,0.0,0.0,0.0,0.0,0.0,0.0
data scientist,Senior,Medium-sized company,Company - Private,Other sectors,Unknown / Non-Applicable,Remote,162500.0,22.0,1.0,0.0,0.0,0.0,0.0,1.0
data scientist,Senior,Huge company,Company - Public,Industry,$1 to $10 billion (USD),Southern,109137.0,211.0,1.0,0.0,0.0,0.0,1.0,1.0
data scientist,mid,Unknown size,Company - Private,Unknown,Unknown / Non-Applicable,Western,140000.0,16.0,1.0,1.0,1.0,1.0,0.0,1.0
data scientist,Senior,Huge company,Company - Public,IT and Telecommunications,$10+ billion (USD),Northeastern,99098.0,56.0,1.0,0.0,0.0,1.0,0.0,0.0
data scientist,Senior,Huge company,Other institutions,Healthcare,$1 to $10 billion (USD),Northeastern,163697.0,14.0,1.0,0.0,0.0,1.0,1.0,1.0
data scientist,mid,Medium-sized company,Company - Private,IT and Telecommunications,Unknown / Non-Applicable,Remote,83250.0,62.0,1.0,0.0,0.0,0.0,1.0,0.0
data scientist,Senior,Unknown size,Company - Private,Unknown,Unknown / Non-Applicable,Southern,130000.0,3.4,1.0,0.0,0.0,1.0,0.0,0.0
data scientist,Senior,Large company,Company - Private,IT and Telecommunications,Unknown / Non-Applicable,Western,95647.0,29.0,1.0,0.0,0.0,1.0,0.0,0.0
data scientist,Senior,Huge company,Other institutions,Other sectors,$1 to $10 billion (USD),Northeastern,88563.0,111.7,1.0,0.0,0.0,0.0,1.0,0.0
data scientist,junior,Huge company,Other institutions,Other sectors,Unknown / Non-Applicable,Western,110710.0,86.0,1.0,0.0,0.0,0.0,1.0,1.0
data scientist,Senior,Small company,Company - Public,Unknown,Unknown / Non-Applicable,Remote,165000.0,10.0,1.0,0.0,0.0,0.0,1.0,1.0
data scientist,Senior,Medium-sized company,Company - Private,Media and Entertaiment,$5 to $100 million (USD),Southern,88174.0,82.0,1.0,0.0,0.0,0.0,0.0,1.0
data scientist,Senior,Small company,Company - Private,Unknown,Less than $5 million (USD),Southern,132367.0,43.0,1.0,0.0,1.0,1.0,0.0,1.0
data scientist,Senior,Huge company,Other institutions,Financial and housing services,$10+ billion (USD),Southern,109315.0,28.0,1.0,0.0,0.0,0.0,1.0,0.0
data scientist,Senior,Medium-sized company,Company - Private,Financial and housing services,Less than $5 million (USD),Western,54281.0,84.5,1.0,0.0,0.0,0.0,0.0,1.0
data scientist,mid,Large company,Other institutions,Healthcare,$1 to $10 billion (USD),Southern,92816.0,26.0,1.0,0.0,0.0,0.0,0.0,1.0
data scientist,Senior,Large company,Other institutions,Media and Entertaiment,$100 million to $1 billion (USD),Western,89347.0,21.0,0.0,0.0,0.0,1.0,0.0,1.0
data analyst,Senior,Medium-sized company,Company - Private,Financial and housing services,$5 to $100 million (USD),Midwestern,130522.0,20.0,1.0,0.0,0.0,0.0,0.0,1.0
data scientist,junior,Small company,Company - Private,Unknown,Unknown / Non-Applicable,Southern,119344.0,28.0,1.0,0.0,0.0,0.0,1.0,1.0
data scientist,Senior,Medium-sized company,Company - Private,Other sectors,Unknown / Non-Applicable,Southern,95293.0,71.9,1.0,0.0,0.0,0.0,0.0,1.0
data scientist,junior,Medium-sized company,Company - Private,IT and Telecommunications,$5 to $100 million (USD),Southern,171850.0,36.0,1.0,1.0,0.0,0.0,1.0,1.0
data scientist,Senior,Medium-sized company,Other institutions,Media and Entertaiment,$5 to $100 million (USD),Western,107323.0,88.6,1.0,0.0,0.0,0.0,0.0,0.0
data scientist,Senior,Huge company,Company - Public,Industry,$10+ billion (USD),Southern,114707.0,97.7,1.0,0.0,0.0,0.0,0.0,0.0
data scientist,mid,Small company,Company - Private,Unknown,Unknown / Non-Applicable,Northeastern,185250.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0
data scientist,Senior,Large company,Company - Public,IT and Telecommunications,$1 to $10 billion (USD),Northeastern,90892.0,8.0,1.0,1.0,1.0,0.0,1.0,1.0
data scientist,Senior,Medium-sized company,Company - Private,Financial and housing services,$5 to $100 million (USD),Southern,132367.0,43.0,1.0,0.0,1.0,1.0,0.0,1.0
data scientist,Senior,Unknown size,Other institutions,Healthcare,Unknown / Non-Applicable,Northeastern,165000.0,18.0,1.0,0.0,0.0,0.0,1.0,1.0
data scientist,Senior,Medium-sized company,Company - Private,Other sectors,Unknown / Non-Applicable,Western,165000.0,18.0,1.0,0.0,1.0,1.0,0.0,1.0
data scientist,junior,Medium-sized company,Other institutions,Unknown,Unknown / Non-Applicable,Southern,105000.0,5.0,1.0,0.0,0.0,1.0,0.0,1.0
data scientist,Senior,Large company,Other institutions,Media and Entertaiment,$100 million to $1 billion (USD),Western,127026.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0
data scientist,Senior,Medium-sized company,Company - Private,Healthcare,$5 to $100 million (USD),Western,170000.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0
data scientist,Senior,Unknown size,Company - Public,Unknown,Unknown / Non-Applicable,Southern,130000.0,5.7,1.0,0.0,0.0,1.0,0.0,0.0
data scientist,Senior,Small company,Company - Private,Other sectors,Unknown / Non-Applicable,Remote,88578.0,111.7,1.0,0.0,0.0,0.0,1.0,0.0
data scientist,Senior,Medium-sized company,Company - Private,Financial and housing services,Unknown / Non-Applicable,Midwestern,125000.0,27.0,1.0,0.0,1.0,0.0,0.0,1.0
data engineer,Senior,Unknown size,Company - Private,Business services,$5 to $100 million (USD),Remote,70000.0,19.0,1.0,0.0,1.0,0.0,1.0,1.0
data scientist,mid,Small company,Company - Private,Unknown,Unknown / Non-Applicable,Northeastern,65773.0,60.0,1.0,0.0,0.0,1.0,1.0,1.0
data scientist,junior,Medium-sized company,Company - Private,Media and Entertaiment,Less than $5 million (USD),Northeastern,137350.0,30.0,1.0,0.0,0.0,0.0,1.0,1.0
data scientist,Senior,Huge company,Company - Public,Other sectors,$100 million to $1 billion (USD),Western,96446.0,16.0,0.0,0.0,0.0,0.0,0.0,1.0
data scientist,Senior,Large company,Other institutions,Media and Entertaiment,$100 million to $1 billion (USD),Western,155000.0,11.0,1.0,1.0,0.0,0.0,1.0,1.0
data scientist,Senior,Medium-sized company,Company - Private,Media and Entertaiment,$100 million to $1 billion (USD),Southern,84850.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0
data scientist,Senior,Medium-sized company,Other institutions,IT and Telecommunications,$5 to $100 million (USD),Southern,100000.0,35.0,1.0,0.0,1.0,1.0,0.0,1.0
data scientist,Senior,Huge company,Company - Public,Other sectors,$10+ billion (USD),Midwestern,90012.0,26.4,0.0,0.0,0.0,0.0,1.0,1.0
data scientist,Senior,Large company,Company - Public,Financial and housing services,$1 to $10 billion (USD),Remote,183250.0,10.0,1.0,0.0,0.0,0.0,1.0,1.0
data scientist,mid,Medium-sized company,Company - Private,IT and Telecommunications,$5 to $100 million (USD),Southern,91214.0,8.0,1.0,0.0,0.0,0.0,1.0,1.0
data scientist,Senior,Medium-sized company,Company - Private,IT and Telecommunications,Unknown / Non-Applicable,Southern,106718.0,111.0,1.0,1.0,1.0,1.0,1.0,1.0
data scientist,junior,Small company,Other institutions,Other sectors,$5 to $100 million (USD),Southern,102372.0,134.0,1.0,0.0,0.0,0.0,0.0,1.0
data scientist,mid,Huge company,Other institutions,IT and Telecommunications,$1 to $10 billion (USD),Southern,138475.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0
data scientist,Senior,Medium-sized company,Other institutions,Other sectors,Unknown / Non-Applicable,Western,115673.0,38.0,1.0,1.0,0.0,1.0,1.0,1.0
data scientist,Senior,Large company,Company - Public,IT and Telecommunications,$1 to $10 billion (USD),Western,121209.0,70.0,1.0,0.0,0.0,1.0,0.0,1.0
data scientist,Senior,Medium-sized company,Company - Private,Media and Entertaiment,$5 to $100 million (USD),Western,87500.0,14.0,1.0,0.0,0.0,0.0,1.0,0.0
data scientist,junior,Huge company,Company - Private,Industry,$10+ billion (USD),Midwestern,140000.0,13.4,1.0,0.0,0.0,1.0,0.0,0.0
data scientist,Senior,Huge company,Company - Public,Healthcare,$10+ billion (USD),Midwestern,106718.0,111.0,1.0,1.0,1.0,1.0,1.0,1.0
data scientist,Senior,Large company,Company - Private,IT and Telecommunications,Unknown / Non-Applicable,Western,102372.0,134.0,1.0,0.0,0.0,0.0,0.0,1.0
data scientist,Senior,Huge company,Company - Public,IT and Telecommunications,$10+ billion (USD),Southern,138475.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0
data scientist,junior,Large company,Other institutions,Other sectors,$1 to $10 billion (USD),Western,121209.0,70.0,1.0,0.0,0.0,1.0,0.0,1.0
data analyst,junior,Large company,Company - Private,Financial and housing services,$100 million to $1 billion (USD),Western,87500.0,14.0,1.0,0.0,0.0,0.0,1.0,0.0
data scientist,mid,Small company,Company - Private,Unknown,Unknown / Non-Applicable,Western,121382.0,7.0,1.0,0.0,0.0,0.0,0.0,1.0
data scientist,junior,Huge company,Company - Private,Industry,$10+ billion (USD),Midwestern,91258.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0
data scientist,Senior,Huge company,Company - Public,Healthcare,$10+ billion (USD),Midwestern,115673.0,38.0,1.0,1.0,0.0,1.0,1.0,1.0
data scientist,Senior,Large company,Company - Private,IT and Telecommunications,Unknown / Non-Applicable,Western,121382.0,7.0,1.0,0.0,0.0,0.0,0.0,1.0
data scientist,junior,Large company,Other institutions,Other sectors,$1 to $10 billion (USD),Western,106718.0,111.0,1.0,1.0,1.0,1.0,1.0,1.0
data analyst,junior,Large company,Company - Private,Financial and housing services,$100 million to $1 billion (USD),Western,125491.0,49.2,0.0,0.0,0.0,1.0,0.0,1.0
data scientist,Senior,Large company,Other institutions,Healthcare,Unknown / Non-Applicable,Western,134155.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0
data analyst,Senior,Huge company,Company - Private,Other sectors,Unknown / Non-Applicable,Northeastern,100000.0,26.0,1.0,0.0,0.0,0.0,0.0,1.0
data scientist,Senior,Huge company,Company - Public,IT and Telecommunications,$10+ billion (USD),Southern,114577.0,42.0,1.0,1.0,0.0,0.0,0.0,1.0
data scientist,Senior,Large company,Other institutions,Healthcare,Unknown / Non-Applicable,Western,93708.0,76.0,0.0,0.0,0.0,0.0,0.0,1.0
data scientist,junior,Huge company,Company - Private,Industry,$10+ billion (USD),Midwestern,99187.0,61.0,1.0,0.0,0.0,0.0,0.0,1.0
data scientist,Senior,Unknown size,Other institutions,Other sectors,Unknown / Non-Applicable,Southern,119750.0,223.0,1.0,1.0,0.0,0.0,0.0,0.0
data scientist,Senior,Large company,Company - Private,IT and Telecommunications,Unknown / Non-Applicable,Western,86117.0,34.0,1.0,0.0,1.0,0.0,1.0,1.0
data scientist,Senior,Large company,Company - Private,Healthcare,$1 to $10 billion (USD),Remote,109526.0,55.0,1.0,0.0,0.0,0.0,0.0,1.0
data scientist,Senior,Huge company,Company - Public,Business services,$1 to $10 billion (USD),Northeastern,107865.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0
data scientist,mid,Large company,Other institutions,Business services,Unknown / Non-Applicable,Midwestern,66151.0,93.0,0.0,0.0,0.0,1.0,0.0,1.0
data scientist,junior,Large company,Company - Private,Business services,$100 million to $1 billion (USD),Southern,116604.0,114.0,1.0,0.0,0.0,1.0,1.0,1.0
data scientist,junior,Huge company,Company - Public,Financial and housing services,$10+ billion (USD),Northeastern,81911.0,176.0,1.0,0.0,0.0,0.0,1.0,0.0
data scientist,Senior,Medium-sized company,Company - Private,IT and Telecommunications,$5 to $100 million (USD),Northeastern,162500.0,22.0,1.0,0.0,0.0,0.0,0.0,1.0
data scientist,Senior,Huge company,Company - Public,Other sectors,$10+ billion (USD),Southern,102271.0,122.4,1.0,1.0,0.0,0.0,0.0,1.0
data scientist,Senior,Huge company,Company - Public,Other sectors,Unknown / Non-Applicable,Midwestern,117000.0,13.0,1.0,0.0,0.0,0.0,1.0,0.0
data scientist,Senior,Large company,Other institutions,Business services,$1 to $10 billion (USD),Midwestern,99291.0,103.0,1.0,1.0,0.0,0.0,0.0,1.0
data scientist,Senior,Huge company,Company - Public,Industry,$10+ billion (USD),Remote,79473.0,185.0,1.0,0.0,0.0,0.0,0.0,0.0
data scientist,Senior,Large company,Other institutions,Other sectors,$100 million to $1 billion (USD),Midwestern,110710.0,86.0,1.0,0.0,0.0,0.0,1.0,1.0
data scientist,Senior,Huge company,Company - Public,IT and Telecommunications,$10+ billion (USD),Northeastern,135000.0,59.0,1.0,0.0,1.0,1.0,1.0,1.0
data scientist,mid,Small company,Company - Public,IT and Telecommunications,Unknown / Non-Applicable,Western,185250.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0
data scientist,mid,Huge company,Company - Public,IT and Telecommunications,$10+ billion (USD),Western,165000.0,6.0,1.0,0.0,0.0,0.0,1.0,1.0
data scientist,Senior,Huge company,Company - Public,Industry,$10+ billion (USD),Midwestern,122730.0,76.0,1.0,1.0,0.0,1.0,1.0,1.0
data analyst,mid,Huge company,Company - Public,Industry,$10+ billion (USD),Midwestern,86801.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0
data scientist,Senior,Huge company,Other institutions,Financial and housing services,$10+ billion (USD),Southern,125000.0,27.0,1.0,0.0,1.0,0.0,0.0,1.0
data scientist,Senior,Huge company,Company - Public,Healthcare,$10+ billion (USD),Northeastern,83440.0,12.0,1.0,1.0,1.0,0.0,0.0,1.0
data scientist,Senior,Medium-sized company,Company - Private,Other sectors,Unknown / Non-Applicable,Western,195000.0,15.0,1.0,1.0,0.0,0.0,0.0,1.0
data scientist,Senior,Medium-sized company,Company - Private,Healthcare,Unknown / Non-Applicable,Western,184845.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0
data scientist,Senior,Huge company,Company - Private,Financial and housing services,$10+ billion (USD),Northeastern,65773.0,60.0,1.0,0.0,0.0,1.0,1.0,1.0
data scientist,Senior,Medium-sized company,Company - Private,Media and Entertaiment,$100 million to $1 billion (USD),Southern,117500.0,21.0,1.0,0.0,1.0,0.0,0.0,1.0
data scientist,Senior,Huge company,Company - Public,Other sectors,$100 million to $1 billion (USD),Western,124801.0,27.0,1.0,0.0,0.0,0.0,1.0,1.0
data scientist,Senior,Large company,Other institutions,Media and Entertaiment,$100 million to $1 billion (USD),Western,127499.0,172.0,1.0,1.0,0.0,0.0,1.0,1.0
data scientist,junior,Small company,Company - Private,Other sectors,Unknown / Non-Applicable,Southern,147500.0,19.0,0.0,0.0,0.0,1.0,1.0,1.0
data scientist,Senior,Small company,Company - Private,Media and Entertaiment,Unknown / Non-Applicable,Remote,132662.0,106.0,1.0,1.0,0.0,1.0,0.0,0.0
data scientist,Senior,Large company,Company - Private,IT and Telecommunications,Unknown / Non-Applicable,Western,91258.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0
data scientist,Senior,Huge company,Company - Public,Other sectors,$10+ billion (USD),Midwestern,99187.0,61.0,1.0,0.0,0.0,0.0,0.0,1.0
data scientist,Senior,Large company,Company - Private,Healthcare,$100 million to $1 billion (USD),Midwestern,99187.0,61.0,1.0,0.0,0.0,0.0,0.0,1.0
data scientist,Senior,Large company,Company - Private,IT and Telecommunications,Unknown / Non-Applicable,Western,106785.0,111.0,1.0,1.0,1.0,1.0,1.0,1.0
data scientist,junior,Large company,Company - Private,Business services,$5 to $100 million (USD),Northeastern,106785.0,111.0,1.0,1.0,1.0,1.0,1.0,1.0
data scientist,Senior,Huge company,Company - Private,Financial and housing services,$10+ billion (USD),Southern,110000.0,5.0,0.0,1.0,0.0,1.0,0.0,0.0
data scientist,Senior,Medium-sized company,Other institutions,Business services,$5 to $100 million (USD),Northeastern,95911.0,83.0,0.0,0.0,0.0,0.0,1.0,0.0
data scientist,Senior,Large company,Other institutions,Healthcare,$1 to $10 billion (USD),Remote,142932.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0
data analyst,Senior,Huge company,Company - Private,Other sectors,Unknown / Non-Applicable,Northeastern,91998.0,58.0,1.0,0.0,0.0,1.0,0.0,0.0
data scientist,junior,Large company,Company - Private,Business services,$100 million to $1 billion (USD),Southern,120000.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0
data scientist,junior,Large company,Company - Private,Business services,$100 million to $1 billion (USD),Southern,127000.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0
data scientist,junior,Huge company,Company - Private,Industry,$10+ billion (USD),Midwestern,131861.0,55.8,1.0,0.0,0.0,0.0,1.0,1.0
data scientist,junior,Huge company,Company - Private,Industry,$10+ billion (USD),Midwestern,137324.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0
data engineer,mid,Small company,Company - Public,Unknown,Less than $5 million (USD),Remote,145000.0,57.4,1.0,0.0,0.0,0.0,0.0,0.0
data engineer,Senior,Huge company,Company - Public,IT and Telecommunications,Unknown / Non-Applicable,Southern,92625.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0
data engineer,Senior,Medium-sized company,Company - Private,IT and Telecommunications,$5 to $100 million (USD),Western,110000.0,40.0,1.0,1.0,0.0,0.0,0.0,0.0
data engineer,junior,Large company,Company - Private,Industry,$1 to $10 billion (USD),Northeastern,104647.0,185.0,1.0,0.0,0.0,1.0,1.0,0.0
data engineer,Senior,Large company,Company - Private,Business services,$5 to $100 million (USD),Remote,140000.0,13.0,1.0,0.0,0.0,1.0,0.0,0.0
data engineer,Senior,Large company,Company - Private,IT and Telecommunications,Unknown / Non-Applicable,Western,105000.0,12.5,0.0,0.0,0.0,1.0,0.0,0.0
data engineer,mid,Medium-sized company,Company - Private,IT and Telecommunications,Less than $5 million (USD),Remote,101936.0,127.5,1.0,0.0,0.0,1.0,1.0,0.0
data engineer,Senior,Small company,Company - Private,Unknown,Unknown / Non-Applicable,Western,145000.0,57.4,1.0,0.0,0.0,0.0,0.0,0.0
data engineer,Senior,Large company,Company - Private,IT and Telecommunications,Unknown / Non-Applicable,Remote,61680.0,117.0,0.0,0.0,0.0,0.0,1.0,0.0
data engineer,mid,Unknown size,Company - Public,Unknown,Unknown / Non-Applicable,Remote,165000.0,18.0,0.0,0.0,1.0,0.0,0.0,0.0
data engineer,junior,Huge company,Company - Public,IT and Telecommunications,$1 to $10 billion (USD),Southern,130000.0,3.9,0.0,0.0,0.0,0.0,0.0,0.0
data engineer,mid,Unknown size,Company - Public,Unknown,Unknown / Non-Applicable,Remote,42700.0,131.0,1.0,0.0,0.0,0.0,0.0,0.0
data engineer,mid,Huge company,Company - Public,Industry,$10+ billion (USD),Midwestern,95893.0,72.1,1.0,1.0,0.0,1.0,0.0,0.0
data engineer,Senior,Small company,Company - Private,Financial and housing services,Less than $5 million (USD),Remote,71793.0,29.0,1.0,0.0,0.0,0.0,1.0,0.0
data engineer,mid,Medium-sized company,Company - Public,Unknown,Unknown / Non-Applicable,Remote,135000.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
data engineer,mid,Small company,Other institutions,Unknown,Unknown / Non-Applicable,Remote,90000.0,34.0,0.0,0.0,1.0,1.0,1.0,0.0
data engineer,mid,Unknown size,Company - Private,Business services,Unknown / Non-Applicable,Remote,44000.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0
data engineer,mid,Huge company,Other institutions,Other sectors,$1 to $10 billion (USD),Western,105977.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0
data engineer,Senior,Unknown size,Company - Public,Unknown,Unknown / Non-Applicable,Remote,125000.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0
data engineer,mid,Unknown size,Company - Public,Unknown,Unknown / Non-Applicable,Remote,135800.0,34.0,1.0,1.0,1.0,1.0,0.0,0.0
data engineer,junior,Medium-sized company,Company - Private,Financial and housing services,Unknown / Non-Applicable,Midwestern,105000.0,59.0,1.0,0.0,0.0,0.0,0.0,1.0
data engineer,mid,Small company,Company - Private,Unknown,Unknown / Non-Applicable,Southern,120000.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0
data engineer,junior,Large company,Other institutions,Other sectors,Unknown / Non-Applicable,Midwestern,71990.0,65.0,1.0,1.0,0.0,1.0,0.0,1.0
data engineer,mid,Small company,Company - Private,IT and Telecommunications,Less than $5 million (USD),Remote,85000.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0
data engineer,Senior,Large company,Company - Private,IT and Telecommunications,$100 million to $1 billion (USD),Remote,90402.0,52.0,1.0,0.0,0.0,1.0,0.0,0.0
data engineer,junior,Medium-sized company,Other institutions,Other sectors,$5 to $100 million (USD),Southern,110000.0,5.0,1.0,0.0,1.0,1.0,0.0,1.0
data engineer,Senior,Medium-sized company,Company - Public,Industry,$5 to $100 million (USD),Western,95000.0,69.4,1.0,0.0,0.0,0.0,1.0,0.0
data engineer,mid,Small company,Company - Public,Business services,$5 to $100 million (USD),Southern,105299.0,111.0,1.0,1.0,1.0,1.0,0.0,0.0
data engineer,Senior,Medium-sized company,Other institutions,Healthcare,Unknown / Non-Applicable,Western,93316.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0
data engineer,Senior,Huge company,Company - Public,Healthcare,$10+ billion (USD),Southern,90407.0,30.7,1.0,1.0,0.0,1.0,1.0,1.0
data engineer,mid,Medium-sized company,Company - Private,IT and Telecommunications,$5 to $100 million (USD),Remote,78453.0,29.0,1.0,1.0,1.0,0.0,1.0,0.0
data engineer,Senior,Huge company,Company - Public,Other sectors,$1 to $10 billion (USD),Midwestern,127680.0,61.0,1.0,0.0,0.0,1.0,1.0,1.0
data engineer,mid,Medium-sized company,Company - Private,IT and Telecommunications,$5 to $100 million (USD),Remote,94719.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0
data engineer,mid,Large company,Company - Private,Industry,$100 million to $1 billion (USD),Southern,89042.0,92.9,0.0,0.0,1.0,0.0,0.0,0.0
data engineer,Senior,Medium-sized company,Company - Private,IT and Telecommunications,Unknown / Non-Applicable,Remote,110000.0,18.0,1.0,0.0,0.0,1.0,1.0,0.0
data engineer,Senior,Large company,Company - Public,Unknown,Unknown / Non-Applicable,Remote,93028.0,9.0,0.0,0.0,0.0,1.0,1.0,0.0
data engineer,junior,Huge company,Company - Private,Industry,$10+ billion (USD),Southern,86855.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0
data engineer,junior,Medium-sized company,Company - Private,Healthcare,Less than $5 million (USD),Northeastern,116258.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0
data engineer,Senior,Unknown size,Company - Private,IT and Telecommunications,Unknown / Non-Applicable,Western,45120.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0
data engineer,Senior,Medium-sized company,Company - Private,Media and Entertaiment,$5 to $100 million (USD),Southern,79800.0,71.5,0.0,0.0,0.0,0.0,0.0,0.0
data engineer,mid,Small company,Company - Public,Unknown,$5 to $100 million (USD),Western,125983.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0
data engineer,mid,Medium-sized company,Company - Private,IT and Telecommunications,Unknown / Non-Applicable,Southern,91998.0,58.0,1.0,0.0,0.0,1.0,0.0,0.0
