job_simpl,seniority,size,type,sector,revenue,zone,salary_estimate,company_age,python_yn,spark_yn,azure_yn,aws_yn,excel_yn,machine_learning_yn
data engineer,Senior,Unknown size,Company - Public,Unknown,Unknown / Non-Applicable,Southern,44000.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0
data engineer,Senior,Small company,Company - Private,Healthcare,$5 to $100 million (USD),Remote,135800.0,34.0,1.0,1.0,1.0,1.0,0.0,0.0
data engineer,Senior,Small company,Company - Private,Financial and housing services,Unknown / Non-Applicable,Midwestern,42700.0,131.0,1.0,0.0,0.0,0.0,0.0,0.0
data engineer,mid,Small company,Company - Private,Business services,Unknown / Non-Applicable,Midwestern,105000.0,59.0,1.0,0.0,0.0,0.0,0.0,1.0
data engineer,Senior,Large company,Company - Private,Healthcare,Unknown / Non-Applicable,Southern,100932.0,111.0,1.0,1.0,1.0,1.0,0.0,1.0
data engineer,junior,Small company,Company - Private,Business services,Less than $5 million (USD),Western,110000.0,18.0,1.0,0.0,0.0,1.0,1.0,0.0
data engineer,mid,Small company,Company - Private,Unknown,Unknown / Non-Applicable,Remote,125983.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0
data engineer,Senior,Huge company,Company - Public,IT and Telecommunications,$10+ billion (USD),Southern,139000.0,8.0,1.0,1.0,0.0,1.0,0.0,0.0
data engineer,junior,Large company,Company - Private,Industry,$1 to $10 billion (USD),Northeastern,170000.0,26.0,1.0,1.0,0.0,1.0,0.0,0.0
data engineer,Senior,Large company,Company - Private,IT and Telecommunications,Unknown / Non-Applicable,Western,84000.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0
data engineer,junior,Medium-sized company,Other institutions,Other sectors,$5 to $100 million (USD),Southern,160000.0,17.5,1.0,0.0,0.0,1.0,1.0,0.0
data engineer,Senior,Medium-sized company,Other institutions,Healthcare,Unknown / Non-Applicable,Western,105000.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0
data engineer,junior,Medium-sized company,Company - Private,Financial and housing services,Unknown / Non-Applicable,Midwestern,127227.0,38.0,1.0,0.0,0.0,0.0,1.0,0.0
data engineer,Senior,Huge company,Company - Public,Healthcare,$10+ billion (USD),Southern,96511.0,37.4,1.0,0.0,0.0,0.0,0.0,0.0
data engineer,Senior,Huge company,Company - Private,Industry,$10+ billion (USD),Midwestern,124923.0,156.0,1.0,1.0,0.0,0.0,1.0,1.0
data engineer,Senior,Small company,Company - Private,Healthcare,$5 to $100 million (USD),Remote,75312.0,11.0,0.0,1.0,0.0,1.0,0.0,1.0
data engineer,Senior,Huge company,Company - Public,IT and Telecommunications,$10+ billion (USD),Southern,120000.0,15.0,0.0,0.0,0.0,1.0,0.0,0.0
data engineer,Senior,Medium-sized company,Company - Private,Industry,Less than $5 million (USD),Southern,90000.0,8.0,1.0,1.0,1.0,1.0,1.0,0.0
data engineer,Senior,Large company,Company - Private,IT and Telecommunications,$5 to $100 million (USD),Remote,103817.0,23.0,1.0,0.0,1.0,0.0,0.0,0.0
data engineer,mid,Medium-sized company,Company - Private,IT and Telecommunications,$5 to $100 million (USD),Remote,120000.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0
data engineer,Senior,Medium-sized company,Company - Private,Unknown,Unknown / Non-Applicable,Western,95136.0,42.0,1.0,1.0,0.0,1.0,0.0,0.0
data engineer,Senior,Medium-sized company,Company - Private,Business services,Unknown / Non-Applicable,Northeastern,105000.0,12.5,0.0,1.0,0.0,1.0,0.0,0.0
data engineer,mid,Medium-sized company,Company - Private,Other sectors,$5 to $100 million (USD),Western,92237.0,50.4,1.0,0.0,1.0,0.0,0.0,0.0
data engineer,mid,Large company,Company - Public,Unknown,Unknown / Non-Applicable,Southern,118820.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0
data engineer,Senior,Huge company,Company - Public,Industry,$10+ billion (USD),Midwestern,103557.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0
data engineer,mid,Small company,Company - Private,Other sectors,Unknown / Non-Applicable,Western,109585.0,28.3,1.0,0.0,1.0,1.0,0.0,0.0
data engineer,Senior,Small company,Company - Public,IT and Telecommunications,Unknown / Non-Applicable,Northeastern,92003.0,9.0,0.0,0.0,0.0,1.0,1.0,0.0
data engineer,Senior,Huge company,Company - Public,Financial and housing services,$10+ billion (USD),Midwestern,90418.0,21.0,0.0,1.0,1.0,1.0,0.0,0.0
data engineer,mid,Large company,Company - Private,IT and Telecommunications,$5 to $100 million (USD),Southern,160000.0,17.5,1.0,1.0,1.0,1.0,0.0,1.0
data engineer,mid,Small company,Company - Public,Business services,Unknown / Non-Applicable,Southern,70000.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0
data engineer,Senior,Large company,Company - Private,IT and Telecommunications,$100 million to $1 billion (USD),Midwestern,118520.0,59.1,1.0,0.0,0.0,0.0,0.0,0.0
data engineer,mid,Unknown size,Company - Public,Unknown,Unknown / Non-Applicable,Remote,137250.0,40.0,1.0,1.0,0.0,0.0,0.0,0.0
data engineer,Senior,Unknown size,Company - Private,Financial and housing services,Unknown / Non-Applicable,Southern,75000.0,5.0,1.0,1.0,0.0,0.0,1.0,0.0
data engineer,Senior,Huge company,Other institutions,Healthcare,$1 to $10 billion (USD),Western,92305.0,80.0,1.0,0.0,0.0,0.0,1.0,0.0
data analyst,junior,Huge company,Other institutions,Other sectors,$10+ billion (USD),Northeastern,73513.0,130.0,1.0,0.0,0.0,0.0,1.0,0.0
data engineer,Senior,Medium-sized company,Company - Private,IT and Telecommunications,Unknown / Non-Applicable,Southern,95585.0,27.0,1.0,0.0,0.0,1.0,1.0,0.0
data engineer,Senior,Small company,Company - Private,Industry,$5 to $100 million (USD),Southern,93967.0,21.0,0.0,0.0,0.0,0.0,1.0,0.0
data engineer,junior,Small company,Company - Public,Unknown,Less than $5 million (USD),Northeastern,90710.0,28.0,0.0,0.0,0.0,1.0,0.0,0.0
data engineer,junior,Medium-sized company,Company - Private,IT and Telecommunications,$5 to $100 million (USD),Southern,120000.0,13.4,0.0,0.0,1.0,0.0,0.0,0.0
data engineer,Senior,Unknown size,Other institutions,Unknown,Unknown / Non-Applicable,Remote,110164.0,85.2,0.0,0.0,0.0,0.0,1.0,0.0
data engineer,junior,Medium-sized company,Company - Private,IT and Telecommunications,$5 to $100 million (USD),Remote,135000.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0
data engineer,Senior,Medium-sized company,Company - Private,IT and Telecommunications,$5 to $100 million (USD),Northeastern,96564.0,37.4,1.0,1.0,0.0,0.0,0.0,0.0
data engineer,mid,Huge company,Company - Public,IT and Telecommunications,$1 to $10 billion (USD),Western,170000.0,6.2,1.0,0.0,0.0,0.0,1.0,0.0
data engineer,Senior,Medium-sized company,Company - Private,IT and Telecommunications,Unknown / Non-Applicable,Midwestern,105000.0,12.0,1.0,1.0,0.0,1.0,0.0,0.0
data engineer,junior,Large company,Company - Private,Financial and housing services,$100 million to $1 billion (USD),Southern,103335.0,84.0,1.0,0.0,0.0,1.0,0.0,0.0
data engineer,junior,Large company,Other institutions,Other sectors,$5 to $100 million (USD),Midwestern,130000.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0
data engineer,Senior,Large company,Company - Public,IT and Telecommunications,$100 million to $1 billion (USD),Northeastern,86265.0,83.0,0.0,0.0,1.0,0.0,0.0,0.0
data engineer,Senior,Large company,Company - Private,IT and Telecommunications,Unknown / Non-Applicable,Western,155000.0,19.0,1.0,0.0,0.0,1.0,1.0,1.0
data engineer,mid,Large company,Company - Private,Financial and housing services,$1 to $10 billion (USD),Western,127500.0,44.1,1.0,0.0,0.0,1.0,0.0,0.0
data engineer,mid,Large company,Company - Private,Financial and housing services,Less than $5 million (USD),Remote,107055.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0
data engineer,Senior,Medium-sized company,Company - Private,Healthcare,$5 to $100 million (USD),Northeastern,109880.0,40.0,0.0,1.0,0.0,0.0,0.0,1.0
data engineer,mid,Medium-sized company,Company - Private,IT and Telecommunications,Unknown / Non-Applicable,Southern,72500.0,55.0,1.0,0.0,0.0,0.0,1.0,0.0
data engineer,mid,Unknown size,Company - Public,Unknown,Unknown / Non-Applicable,Southern,51672.0,9.0,1.0,0.0,0.0,0.0,1.0,0.0
data engineer,Senior,Unknown size,Company - Public,Unknown,Unknown / Non-Applicable,Southern,171289.0,23.0,1.0,0.0,0.0,1.0,0.0,0.0
data engineer,mid,Large company,Company - Private,IT and Telecommunications,$5 to $100 million (USD),Northeastern,85000.0,69.0,1.0,0.0,1.0,1.0,0.0,1.0
data engineer,Senior,Large company,Company - Public,Financial and housing services,$10+ billion (USD),Southern,137272.0,33.6,0.0,1.0,0.0,1.0,0.0,0.0
data engineer,Senior,Large company,Company - Private,IT and Telecommunications,Unknown / Non-Applicable,Remote,105000.0,12.5,1.0,0.0,0.0,0.0,0.0,0.0
data engineer,Senior,Medium-sized company,Company - Private,Other sectors,Unknown / Non-Applicable,Midwestern,94974.0,105.0,0.0,0.0,1.0,0.0,0.0,0.0
data engineer,Senior,Medium-sized company,Company - Private,IT and Telecommunications,$5 to $100 million (USD),Remote,112436.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
data engineer,mid,Small company,Company - Private,IT and Telecommunications,Less than $5 million (USD),Remote,145000.0,21.0,1.0,1.0,1.0,1.0,0.0,1.0
data engineer,Senior,Medium-sized company,Company - Private,IT and Telecommunications,Unknown / Non-Applicable,Southern,130000.0,3.9,0.0,0.0,1.0,0.0,0.0,0.0
data engineer,mid,Unknown size,Company - Public,Unknown,Unknown / Non-Applicable,Remote,140000.0,76.0,1.0,0.0,1.0,0.0,0.0,1.0
data analyst,Senior,Unknown size,Company - Private,Financial and housing services,Unknown / Non-Applicable,Western,125350.0,87.0,1.0,0.0,1.0,0.0,0.0,1.0
data engineer,Senior,Huge company,Company - Public,Other sectors,Unknown / Non-Applicable,Midwestern,163000.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0
data engineer,Senior,Large company,Other institutions,IT and Telecommunications,$100 million to $1 billion (USD),Northeastern,84452.0,16.1,0.0,0.0,1.0,0.0,0.0,0.0
data engineer,junior,Huge company,Company - Public,Industry,$1 to $10 billion (USD),Remote,105000.0,12.5,0.0,1.0,0.0,1.0,0.0,0.0
data engineer,mid,Unknown size,Company - Private,IT and Telecommunications,Unknown / Non-Applicable,Remote,94580.0,45.4,0.0,0.0,0.0,0.0,0.0,0.0
data engineer,mid,Unknown size,Company - Public,Unknown,Unknown / Non-Applicable,Southern,162100.0,18.0,0.0,1.0,0.0,1.0,0.0,0.0
data engineer,Senior,Huge company,Company - Public,Financial and housing services,$1 to $10 billion (USD),Midwestern,110000.0,25.7,1.0,0.0,0.0,0.0,0.0,0.0
data engineer,Senior,Large company,Company - Private,Other sectors,$100 million to $1 billion (USD),Southern,135000.0,12.9,1.0,0.0,0.0,0.0,0.0,0.0
data engineer,Senior,Medium-sized company,Company - Private,IT and Telecommunications,$5 to $100 million (USD),Midwestern,101571.0,185.0,1.0,0.0,1.0,0.0,0.0,0.0
data engineer,mid,Unknown size,Company - Public,Unknown,Unknown / Non-Applicable,Remote,64380.0,6.0,1.0,1.0,1.0,1.0,0.0,0.0
data scientist,Senior,Large company,Company - Private,Other sectors,$100 million to $1 billion (USD),Remote,92430.0,61.0,1.0,0.0,1.0,1.0,0.0,1.0
data engineer,Senior,Large company,Company - Private,Financial and housing services,Unknown / Non-Applicable,Midwestern,108168.0,94.0,1.0,1.0,0.0,0.0,1.0,1.0
data engineer,mid,Medium-sized company,Company - Private,Business services,$5 to $100 million (USD),Southern,72604.0,15.0,0.0,0.0,1.0,0.0,0.0,0.0
data engineer,Senior,Small company,Company - Private,Unknown,Unknown / Non-Applicable,Southern,65000.0,77.7,1.0,1.0,0.0,0.0,0.0,0.0
data engineer,mid,Unknown size,Company - Public,Unknown,Unknown / Non-Applicable,Remote,137324.0,33.6,1.0,1.0,0.0,1.0,0.0,0.0
data engineer,mid,Small company,Company - Private,Unknown,Unknown / Non-Applicable,Southern,118000.0,15.0,1.0,1.0,0.0,0.0,0.0,0.0
data engineer,Senior,Large company,Company - Private,IT and Telecommunications,$5 to $100 million (USD),Remote,72500.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0
data engineer,Senior,Small company,Company - Private,Unknown,Less than $5 million (USD),Remote,130000.0,3.9,1.0,1.0,0.0,1.0,0.0,0.0
data engineer,mid,Unknown size,Company - Public,Unknown,Unknown / Non-Applicable,Southern,150000.0,26.0,1.0,0.0,0.0,0.0,0.0,0.0
data engineer,Senior,Huge company,Company - Public,Industry,$10+ billion (USD),Midwestern,143877.0,43.0,1.0,0.0,1.0,1.0,0.0,0.0
data engineer,Senior,Medium-sized company,Company - Private,IT and Telecommunications,Unknown / Non-Applicable,Midwestern,100000.0,133.0,0.0,0.0,1.0,0.0,0.0,0.0
data engineer,junior,Large company,Company - Private,Business services,$100 million to $1 billion (USD),Southern,81446.0,106.0,1.0,0.0,0.0,0.0,1.0,1.0
data engineer,Senior,Huge company,Company - Public,Other sectors,$10+ billion (USD),Southern,90526.0,8.0,1.0,0.0,0.0,1.0,0.0,1.0
data engineer,junior,Small company,Company - Private,Business services,$5 to $100 million (USD),Midwestern,105000.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0
data engineer,junior,Small company,Company - Private,Media and Entertaiment,Unknown / Non-Applicable,Northeastern,125000.0,12.4,0.0,0.0,1.0,0.0,0.0,0.0
data engineer,Senior,Unknown size,Other institutions,Unknown,Unknown / Non-Applicable,Remote,145000.0,17.0,1.0,1.0,0.0,1.0,0.0,0.0
data engineer,Senior,Huge company,Company - Public,Financial and housing services,$10+ billion (USD),Northeastern,173475.0,36.0,1.0,1.0,1.0,1.0,0.0,0.0
data engineer,Senior,Large company,Company - Private,IT and Telecommunications,Unknown / Non-Applicable,Southern,115000.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0
data engineer,mid,Unknown size,Other institutions,Unknown,Unknown / Non-Applicable,Northeastern,130000.0,1.9,1.0,1.0,1.0,1.0,1.0,0.0
data engineer,mid,Small company,Company - Public,Unknown,Unknown / Non-Applicable,Remote,117500.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0
data engineer,Senior,Large company,Company - Private,IT and Telecommunications,Unknown / Non-Applicable,Remote,104126.0,56.0,1.0,0.0,1.0,0.0,0.0,1.0
data engineer,Senior,Large company,Other institutions,Media and Entertaiment,$100 million to $1 billion (USD),Western,120000.0,13.4,1.0,1.0,0.0,0.0,0.0,0.0
data engineer,mid,Unknown size,Company - Public,Unknown,Unknown / Non-Applicable,Remote,115000.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0
data engineer,junior,Huge company,Company - Public,Other sectors,$10+ billion (USD),Western,91998.0,58.0,1.0,0.0,0.0,1.0,0.0,0.0
data engineer,Senior,Medium-sized company,Company - Private,Business services,$5 to $100 million (USD),Southern,140000.0,13.4,1.0,1.0,0.0,1.0,1.0,1.0
data engineer,Senior,Medium-sized company,Company - Private,Business services,$5 to $100 million (USD),Remote,157000.0,21.0,1.0,0.0,0.0,1.0,0.0,0.0
data engineer,Senior,Unknown size,Other institutions,Unknown,Unknown / Non-Applicable,Northeastern,135800.0,34.0,1.0,1.0,1.0,1.0,0.0,0.0
data engineer,mid,Medium-sized company,Company - Private,IT and Telecommunications,Unknown / Non-Applicable,Northeastern,65004.0,172.0,1.0,0.0,0.0,0.0,1.0,1.0
data engineer,mid,Large company,Company - Public,IT and Telecommunications,$1 to $10 billion (USD),Western,115000.0,135.0,0.0,0.0,0.0,0.0,0.0,0.0
data engineer,mid,Medium-sized company,Company - Private,Business services,$5 to $100 million (USD),Remote,56820.0,137.0,1.0,0.0,1.0,1.0,1.0,0.0
data engineer,Senior,Unknown size,Other institutions,Unknown,Unknown / Non-Applicable,Remote,46621.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0
data engineer,Senior,Medium-sized company,Company - Private,IT and Telecommunications,Unknown / Non-Applicable,Northeastern,125000.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0
data engineer,Senior,Huge company,Company - Private,Industry,$10+ billion (USD),Midwestern,70125.0,132.0,0.0,0.0,0.0,0.0,1.0,0.0
data engineer,mid,Unknown size,Company - Public,Unknown,Unknown / Non-Applicable,Northeastern,82500.0,16.0,1.0,0.0,0.0,0.0,1.0,0.0
data engineer,mid,Large company,Company - Public,IT and Telecommunications,$100 million to $1 billion (USD),Northeastern,61000.0,83.0,0.0,0.0,0.0,0.0,1.0,0.0
data engineer,junior,Large company,Company - Private,Industry,$1 to $10 billion (USD),Northeastern,100120.0,221.0,1.0,0.0,0.0,0.0,0.0,0.0
data engineer,Senior,Small company,Company - Private,Unknown,Unknown / Non-Applicable,Remote,75000.0,24.8,0.0,0.0,0.0,0.0,1.0,0.0
data engineer,Senior,Medium-sized company,Company - Private,Business services,$5 to $100 million (USD),Western,72500.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0
data engineer,Senior,Large company,Company - Private,IT and Telecommunications,Unknown / Non-Applicable,Western,69440.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0
data engineer,Senior,Medium-sized company,Other institutions,Healthcare,Unknown / Non-Applicable,Western,124000.0,13.0,0.0,0.0,0.0,0.0,1.0,0.0
data analyst,Senior,Huge company,Company - Private,Financial and housing services,$10+ billion (USD),Southern,72374.0,131.0,0.0,0.0,0.0,0.0,1.0,0.0
data analyst,Senior,Large company,Other institutions,Other sectors,$100 million to $1 billion (USD),Southern,140000.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0
data analyst,Senior,Huge company,Other institutions,Other sectors,$1 to $10 billion (USD),Western,45000.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
data analyst,Senior,Large company,Company - Private,Industry,$100 million to $1 billion (USD),Midwestern,72500.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0
data analyst,mid,Medium-sized company,Company - Private,IT and Telecommunications,Unknown / Non-Applicable,Remote,109000.0,86.1,0.0,0.0,0.0,0.0,1.0,0.0
data analyst,Senior,Huge company,Other institutions,Other sectors,$1 to $10 billion (USD),Midwestern,45000.0,108.0,1.0,0.0,0.0,0.0,0.0,1.0
data analyst,mid,Medium-sized company,Company - Private,Other sectors,Unknown / Non-Applicable,Northeastern,86650.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
data analyst,junior,Large company,Company - Public,Other sectors,$1 to $10 billion (USD),Remote,74000.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
data analyst,mid,Large company,Company - Private,Media and Entertaiment,$100 million to $1 billion (USD),Remote,57839.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0
data analyst,mid,Unknown size,Company - Private,Unknown,Unknown / Non-Applicable,Remote,72000.0,77.2,0.0,0.0,0.0,0.0,1.0,0.0
data analyst,mid,Unknown size,Company - Public,Unknown,Unknown / Non-Applicable,Remote,56139.0,135.0,0.0,0.0,0.0,0.0,1.0,0.0
data analyst,Senior,Small company,Company - Private,Healthcare,Unknown / Non-Applicable,Northeastern,63000.0,89.3,1.0,0.0,0.0,1.0,1.0,0.0
data analyst,Senior,Large company,Company - Private,IT and Telecommunications,$5 to $100 million (USD),Western,59627.0,139.0,0.0,0.0,0.0,0.0,1.0,0.0
data analyst,junior,Huge company,Other institutions,Healthcare,$1 to $10 billion (USD),Midwestern,50692.0,20.0,1.0,0.0,0.0,0.0,1.0,0.0
data analyst,Senior,Huge company,Company - Public,Financial and housing services,$10+ billion (USD),Northeastern,57500.0,37.4,0.0,0.0,0.0,0.0,0.0,0.0
data analyst,mid,Medium-sized company,Company - Private,Industry,$1 to $10 billion (USD),Remote,120000.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0
data analyst,Senior,Small company,Company - Private,IT and Telecommunications,$1 to $10 billion (USD),Remote,80000.0,66.1,0.0,0.0,0.0,0.0,1.0,0.0
data analyst,junior,Unknown size,Company - Public,Unknown,Unknown / Non-Applicable,Remote,75460.0,17.0,0.0,0.0,1.0,0.0,0.0,0.0
data analyst,Senior,Unknown size,Company - Public,Unknown,Unknown / Non-Applicable,Remote,58000.0,23.0,1.0,0.0,0.0,0.0,0.0,0.0
data analyst,mid,Huge company,Company - Public,Business services,$1 to $10 billion (USD),Northeastern,66785.0,56.4,1.0,0.0,1.0,0.0,1.0,0.0
data analyst,Senior,Unknown size,Company - Private,IT and Telecommunications,Unknown / Non-Applicable,Western,135000.0,15.6,0.0,0.0,0.0,0.0,0.0,0.0
data analyst,mid,Small company,Company - Private,IT and Telecommunications,Less than $5 million (USD),Remote,67000.0,13.0,0.0,0.0,0.0,0.0,1.0,0.0
data analyst,Senior,Medium-sized company,Other institutions,Other sectors,Unknown / Non-Applicable,Western,144000.0,19.0,0.0,0.0,0.0,0.0,1.0,0.0
data analyst,junior,Unknown size,Company - Public,Unknown,Unknown / Non-Applicable,Remote,55278.0,19.0,0.0,0.0,0.0,1.0,1.0,0.0
data analyst,Senior,Small company,Other institutions,Other sectors,$1 to $10 billion (USD),Southern,70840.0,53.0,0.0,0.0,0.0,0.0,1.0,0.0
data analyst,junior,Unknown size,Company - Public,Unknown,Unknown / Non-Applicable,Southern,81335.0,33.0,1.0,0.0,0.0,0.0,1.0,0.0
data analyst,Senior,Huge company,Company - Public,Industry,$10+ billion (USD),Northeastern,75726.0,134.0,1.0,0.0,0.0,0.0,1.0,0.0
data analyst,junior,Medium-sized company,Company - Private,Business services,$5 to $100 million (USD),Midwestern,85100.0,21.9,0.0,0.0,0.0,1.0,1.0,0.0
data analyst,junior,Small company,Company - Private,Financial and housing services,Less than $5 million (USD),Midwestern,69078.0,20.0,1.0,0.0,0.0,0.0,1.0,0.0
data analyst,junior,Medium-sized company,Company - Private,Business services,Unknown / Non-Applicable,Southern,63954.0,47.4,0.0,0.0,0.0,0.0,1.0,0.0
data analyst,Senior,Small company,Company - Private,Unknown,Unknown / Non-Applicable,Southern,42740.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
data analyst,mid,Medium-sized company,Company - Private,IT and Telecommunications,Unknown / Non-Applicable,Remote,43000.0,44.0,0.0,0.0,0.0,0.0,1.0,0.0
data analyst,mid,Medium-sized company,Company - Private,Business services,$100 million to $1 billion (USD),Northeastern,60458.0,211.0,1.0,0.0,0.0,0.0,0.0,0.0
data analyst,mid,Unknown size,Company - Private,Healthcare,Unknown / Non-Applicable,Midwestern,88210.0,87.0,0.0,0.0,0.0,0.0,1.0,0.0
data analyst,mid,Unknown size,Company - Private,Business services,Unknown / Non-Applicable,Remote,65797.0,48.0,0.0,0.0,0.0,0.0,1.0,0.0
data analyst,junior,Medium-sized company,Company - Private,IT and Telecommunications,$5 to $100 million (USD),Northeastern,41000.0,63.0,0.0,0.0,0.0,0.0,1.0,0.0
data analyst,Senior,Medium-sized company,Company - Private,IT and Telecommunications,$5 to $100 million (USD),Remote,65000.0,52.8,1.0,0.0,0.0,0.0,0.0,0.0
data analyst,mid,Large company,Company - Public,Industry,$100 million to $1 billion (USD),Northeastern,120000.0,13.4,0.0,0.0,0.0,0.0,0.0,0.0
data analyst,Senior,Huge company,Company - Private,Other sectors,$10+ billion (USD),Midwestern,58000.0,21.4,1.0,0.0,0.0,1.0,0.0,0.0
data analyst,Senior,Huge company,Company - Public,Industry,$1 to $10 billion (USD),Western,100000.0,39.0,0.0,0.0,0.0,0.0,1.0,0.0
data analyst,Senior,Huge company,Company - Public,Healthcare,$10+ billion (USD),Midwestern,67918.0,8.0,1.0,0.0,0.0,0.0,1.0,0.0
data analyst,Senior,Large company,Company - Private,Other sectors,$100 million to $1 billion (USD),Northeastern,125000.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
data analyst,Senior,Medium-sized company,Other institutions,Media and Entertaiment,$5 to $100 million (USD),Western,60000.0,105.0,0.0,0.0,0.0,0.0,1.0,0.0
data analyst,Senior,Unknown size,Company - Public,Industry,Unknown / Non-Applicable,Western,105000.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0
data analyst,junior,Medium-sized company,Company - Private,Business services,Less than $5 million (USD),Remote,68900.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0
data analyst,junior,Large company,Company - Private,Business services,$100 million to $1 billion (USD),Southern,83000.0,48.0,0.0,0.0,0.0,0.0,1.0,0.0
data analyst,Senior,Huge company,Other institutions,Healthcare,$1 to $10 billion (USD),Northeastern,62550.0,51.0,0.0,0.0,0.0,0.0,1.0,0.0
data analyst,Senior,Large company,Company - Private,Financial and housing services,$100 million to $1 billion (USD),Western,63331.0,46.0,1.0,0.0,0.0,0.0,0.0,1.0
data analyst,Senior,Huge company,Other institutions,Other sectors,$1 to $10 billion (USD),Southern,61944.0,98.8,0.0,0.0,0.0,0.0,0.0,0.0
data analyst,mid,Large company,Other institutions,Other sectors,$5 to $100 million (USD),Western,64608.0,67.3,1.0,0.0,0.0,0.0,1.0,0.0
data analyst,junior,Unknown size,Company - Public,Unknown,Unknown / Non-Applicable,Southern,80000.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
data analyst,Senior,Small company,Company - Private,Unknown,Unknown / Non-Applicable,Remote,58475.0,21.4,0.0,0.0,0.0,0.0,0.0,0.0
data analyst,junior,Unknown size,Company - Public,Unknown,Unknown / Non-Applicable,Southern,70000.0,59.6,0.0,0.0,0.0,0.0,1.0,0.0
data analyst,mid,Small company,Company - Private,Unknown,Unknown / Non-Applicable,Remote,70000.0,14.0,1.0,0.0,0.0,0.0,1.0,0.0
data analyst,Senior,Medium-sized company,Company - Private,Media and Entertaiment,$5 to $100 million (USD),Western,177000.0,21.0,1.0,0.0,0.0,0.0,0.0,0.0
data analyst,mid,Medium-sized company,Company - Private,IT and Telecommunications,$5 to $100 million (USD),Southern,81000.0,25.0,0.0,0.0,0.0,0.0,1.0,0.0
data analyst,Senior,Large company,Company - Private,Industry,$100 million to $1 billion (USD),Remote,140000.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
data analyst,Senior,Medium-sized company,Company - Private,Business services,$5 to $100 million (USD),Western,90149.0,83.0,0.0,0.0,0.0,0.0,1.0,0.0
data analyst,mid,Huge company,Other institutions,Healthcare,$10+ billion (USD),Northeastern,93000.0,13.6,1.0,0.0,0.0,0.0,0.0,0.0
data analyst,mid,Unknown size,Company - Public,Unknown,Unknown / Non-Applicable,Southern,77000.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
data analyst,Senior,Large company,Company - Public,Financial and housing services,$1 to $10 billion (USD),Northeastern,61695.0,119.0,0.0,0.0,0.0,0.0,1.0,0.0
data analyst,junior,Huge company,Company - Public,Business services,$10+ billion (USD),Southern,71122.0,142.0,0.0,0.0,0.0,0.0,1.0,0.0
data analyst,junior,Large company,Other institutions,Other sectors,Less than $5 million (USD),Southern,56311.0,38.0,1.0,0.0,0.0,0.0,1.0,0.0
data analyst,Senior,Small company,Company - Public,IT and Telecommunications,Unknown / Non-Applicable,Southern,67800.0,62.0,1.0,0.0,0.0,0.0,1.0,0.0
data analyst,Senior,Small company,Other institutions,Media and Entertaiment,Unknown / Non-Applicable,Western,57851.0,16.0,1.0,0.0,0.0,0.0,1.0,0.0
data analyst,junior,Unknown size,Company - Public,Industry,Unknown / Non-Applicable,Remote,67038.0,51.2,1.0,0.0,0.0,0.0,1.0,0.0
data analyst,junior,Large company,Company - Private,IT and Telecommunications,Unknown / Non-Applicable,Midwestern,92000.0,54.0,0.0,0.0,0.0,0.0,1.0,0.0
data analyst,mid,Large company,Company - Private,Business services,$5 to $100 million (USD),Western,75000.0,24.8,0.0,0.0,0.0,1.0,1.0,0.0
data analyst,Senior,Medium-sized company,Company - Private,Business services,$5 to $100 million (USD),Western,55000.0,83.8,0.0,0.0,0.0,0.0,0.0,0.0
